,partner,listGroup
2062,PRADAN,Biswa maa Jagatjanai
2063,PRADAN,Maseeh Mandli
2064,PRADAN,Maa Laxmi
2065,PRADAN,Mata M M
2066,PRADAN,Sarna Mata M M
2067,PRADAN,Gudlu Ba M M
2068,PRADAN,Atal M M
2069,PRADAN,Didi Samridhi M M
2070,PRADAN,Gudlu Ba M M
2071,PRADAN,Sarjom Ba M M
2072,PRADAN,Aashray M M
2073,PRADAN,Maa Santosi Tijaswini Samiti
2074,PRADAN,Radhika Tejaswini Samiti
2075,PRADAN,Pooja Tejaswini Samiti
2076,PRADAN,Ujala Tejaswini Samiti
2077,PRADAN,Shivparti Tejaswini Samiti
2078,PRADAN,saraswati Tejaswini Samiti
2079,PRADAN,Vidhya Sagar Tejaswini Samiti
2080,PRADAN,Maa Laxmi
2081,PRADAN,jai laxmi tejaswini samiti
2082,PRADAN,sheetal tejaswini samiti
2083,PRADAN,amarwati tejaswini samiti
2084,PRADAN,umalaxmi teajaswini samiti
2085,PRADAN,parwati tejaswini samiti
2086,PRADAN,vidhyasagar tej samiti
2087,PRADAN,Maa Mangala
2088,PRADAN,Siba Shakti
2089,PRADAN,Narishakti
2090,PRADAN,Biswa sayan shakti
2091,PRADAN,Matrushakti
2092,PRADAN,Adarsh M M
2093,PRADAN,Shanti Pradan
2094,PRADAN,Gulaichi Baha M M ( Chatakpur )
2095,PRADAN,Jyoti M M
2096,PRADAN,Kamal Fool M M ( Jogitoli )
2097,PRADAN,Jeewan Jyoti M M ( Sargela )
2098,PRADAN,Gulab M M  ( Sargela )
2099,PRADAN,Jagat Jyoti M M  ( Sargela )
2100,PRADAN,Droupodi
2101,PRADAN,Sarjom Ba M M
2102,PRADAN,Champa Ba M M
2103,PRADAN,Mahila Bikas M M
2104,PRADAN,Sarjom Ba M M
2105,PRADAN,Laxmi Devi
2106,PRADAN,Maa Mansa
2107,PRADAN,Maa Tangrani
2108,PRADAN,Rila Mala
2109,PRADAN,Green Park M M
2110,PRADAN,Turo Chandu
2111,PRADAN,Jamunadei
2112,PRADAN,Maa Binapani
2113,PRADAN,Dishum Marshal
2114,PRADAN,Saraswati Maa
2115,PRADAN,Dishum Maskal M M
2116,PRADAN,Disha Jharkhand Dishum Guru
2117,PRADAN,Sarna M M
2118,PRADAN,Singh Bonga M M
2119,PRADAN,Disha Saraswati Maa M M
2120,PRADAN,Jati Marshal
2121,PRADAN,Singi Bah
2122,PRADAN,Mahila Gramin Vikas
2123,PRADAN,Gulab Swayen Sahayata Samuh
2124,PRADAN,Jagriti Mahila Mandal
2125,PRADAN,Suryamukhi M M
2126,PRADAN,Aadiwasi Mahila Samiti
2127,PRADAN,Muru Baa Mahila Samiti
2128,PRADAN,Gramin Mahila Vikas
2129,PRADAN,Sainath
2130,PRADAN,Durgashree
2131,PRADAN,Jayshree
2132,PRADAN,Radhagobinda
2133,PRADAN,Maa Sarala
2134,PRADAN,Maa Basuli
2135,PRADAN,Puja
2136,PRADAN,Maa Bisawali
2137,PRADAN,Jhansirani
2138,PRADAN,Marangburu
2139,PRADAN,Purnami Chanda
2140,PRADAN,Sunaram
2141,PRADAN,Murmu Thakur
2142,PRADAN,Sabarmati
2143,PRADAN,Pragati Mahila Mandal
2144,PRADAN,Nirali Mahila Mandal
2145,PRADAN,Nawa Maskal Mahila Mandal
2146,PRADAN,Shanti Mahila Mandal (Sunrui)
2147,PRADAN,Shanti M.M. (Habo Bartoli)
2148,PRADAN,Jyoti M.M. (Setadiri)
2149,PRADAN,Madhukam Bah Mahila Mandal
2150,PRADAN,Jagriti M.M. (Habo)
2151,PRADAN,Sang Jeevan M.M.
2152,PRADAN,Jay Maa Mangala
2153,PRADAN,Jay Maa Dulkirani
2154,PRADAN,Similipal Marangburu
2155,PRADAN,Meghasuni
2156,PRADAN,Baha Jharana
2157,PRADAN,Bahabagan
2158,PRADAN,Jaher Aya
2159,PRADAN,Jiban Jyoti
2160,PRADAN,Sunder
2161,PRADAN,Marshal Hora
2162,PRADAN,Sugandh
2163,PRADAN,Saraswati
2164,PRADAN,Maa Santoshi
2165,PRADAN,Maa Tarini
2166,PRADAN,Jai Maa Paudi
2167,PRADAN,Saraswati M M
2168,PRADAN,Laxmi M M
2169,PRADAN,Kalyani M M
2170,PRADAN,Jai Maa Tarini
2171,PRADAN,Jai Maa Laxmi
2172,PRADAN,Jo Jo Baa
2173,PRADAN,Turten Singi
2174,PRADAN,Gayatri Mahila Mandal
2175,PRADAN,Jaher Aayo M M
2176,PRADAN,Durga Maa
2177,PRADAN,Anasul Hora
2178,PRADAN,Bharti
2179,PRADAN,Gulab Baa
2180,PRADAN,Sarita
2181,PRADAN,Tile Marshal
2182,PRADAN,Sarjom Baa
2183,PRADAN,Setengda Mahila Samiti
2184,PRADAN,Niral Vikas
2185,PRADAN,Hatu Maskal
2186,PRADAN,Sarjom Baa
2187,PRADAN,Kanda Buru
2188,PRADAN,Bale Sagen
2189,PRADAN,Jyotirmay Mahila Mandal
2190,PRADAN,Marg Darshan Swayen Sahayta
2191,PRADAN,Aadivasi Mahila Vikas Samiti
2192,PRADAN,Singi Tutan
2193,PRADAN,Jeevan Sundi
2194,PRADAN,Sarjom Baa
2195,PRADAN,Seya Marshal
2196,PRADAN,Malgum Baa
2197,PRADAN,Marshal Sangen
2198,PRADAN,Ete Turtung
2199,PRADAN,Bale Sagen
2200,PRADAN,Marshal Marang
2201,PRADAN,Seyan Marshal
2202,PRADAN,Mamta Mahila Mandal
2203,PRADAN,Chanaba
2204,PRADAN,Ango Epil Marshal Hora
2205,PRADAN,Suryamukhi
2206,PRADAN,Sarna Mahila Mandal
2207,PRADAN,Jeevan Vikas
2208,PRADAN,Jay Mata Mahila Samiti
2209,PRADAN,Jay Maa Parwati
2210,PRADAN,Jay Maa Laxmi
2211,PRADAN,Roshni Swayen Sahayta Samuh
2212,PRADAN,Maa Paudi
2213,PRADAN,Mayur Mahila Sarna Samiti
2214,PRADAN,Satyanarayan Mahila Mandal
2215,PRADAN,Bah Sarna Mahila Samiti
2216,PRADAN,Naya Jeevan
2217,PRADAN,Deshauli Mahila Mandal
2218,PRADAN,Chameli Mahila Samiti
2219,PRADAN,Asha Kiran
2220,PRADAN,Pari Mahila Mandal
2221,PRADAN,Atal Bah
2222,PRADAN,Marshal Mahila Samiti
2223,PRADAN,Sarna Mahila Samiti
2224,PRADAN,Suraj Mahila Mandal
2225,PRADAN,Sanyog Mahila Mandal
2226,PRADAN,Jyoti Mahila Mandal
2227,PRADAN,Bale Sangen Swayen Sahayta Samuh
2228,PRADAN,Kamal Bah
2229,PRADAN,Bale Sagen
2230,PRADAN,Seyan Maskal
2231,PRADAN,Maskal Mahila Mandal
2232,PRADAN,Nayi Roshni
2233,PRADAN,Ujala MM
2234,PRADAN,Mobile phone project group
2235,PRADAN,Gulabi MM
2236,PRADAN,Botla Khas
2237,PRADAN,Chameli MM
2238,PRADAN,Khusbu cluster 
2239,PRADAN,Khushbu Cluster 
2240,PRADAN,Jiban MM
2241,PRADAN,Marsal MM
2242,PRADAN,Sarjomba   MM
2243,PRADAN,Tutan MM
2244,PRADAN,Jultan MM 
2245,PRADAN,Sarjomba MM
2246,PRADAN,Sarajomba MM
2247,PRADAN,Roshan MM
2248,PRADAN,Khusbu MM
2249,PRADAN,Gulab MM
2250,PRADAN,Shital MM
2251,PRADAN,Ujala MM
2252,PRADAN,Gulaba ba MM
2253,PRADAN,Turtan MM
2254,PRADAN,Upal Ba
2255,PRADAN,Angtan Jagriti M.M.
2256,PRADAN,Gulab MM
2257,PRADAN,Sura sagen MM
2258,PRADAN,Sarjom Ba MM
2259,PRADAN,Golanchi Ba M.M
2260,PRADAN,Jagat Jyoti MM
2261,PRADAN,Chandini MM
2262,PRADAN,Gulab MM
2263,PRADAN,Tara MM
2264,PRADAN,Jivan MM
2265,PRADAN,Jyoti MM
2266,PRADAN,Jidan MM
2267,PRADAN,Gulab ba MM
2268,PRADAN,Kamal Ba MM
2269,PRADAN,Upal Baha MM
2270,PRADAN,Jagrti MM
2271,PRADAN,Adarsha MM 
2272,PRADAN,Tarnga MM
2273,PRADAN,Jagrti A MM
2274,PRADAN,Lily MM
2275,PRADAN,Surajdal M.M
2276,PRADAN,Jiden Horo MM
2277,PRADAN,Ujala MM
2278,PRADAN,Asha MM
2279,PRADAN,Gulab MM
2280,PRADAN,Suryamukhi MM
2281,PRADAN,Genda Ba MM
2282,PRADAN,Mani Ba MM
2283,PRADAN,Kamal MM
2284,PRADAN,Indira MM
2285,PRADAN,Punam MM
2286,PRADAN,Jag jyoti MM
2287,PRADAN,Chandi B MM
2288,PRADAN,Sarajomba MM
2289,PRADAN,Swabhimani M M-
2290,PRADAN,Swashakti M.M
2291,PRADAN,JIden Hora MM
2292,PRADAN,Sonam MM
2293,PRADAN,Bela MM
2294,PRADAN,Shanti MM
2295,PRADAN,Sarjom Baha MM
2296,PRADAN,Satyasangi M.M.-
2297,PRADAN,Wast Anchal M.M.-
2298,PRADAN,Upla Baha MM
2299,PRADAN,Marshala
2300,PRADAN,Bale sagen MM
2301,PRADAN,Veer Birsa Munda MM
2302,PRADAN,Chameli Phul MM
2303,PRADAN,Shati MM
2304,PRADAN,Champa MM
2305,PRADAN,Gulab MM
2306,PRADAN,Alomani Muskan Samiti
2307,PRADAN,Chandra Devi MM
2308,PRADAN,Laba ghag MM
2309,PRADAN,Gulab MM
2310,PRADAN,Gulab MM
2311,PRADAN,Suda sangen
2312,PRADAN,Shanti MM
2313,PRADAN,Kamal Phool MM
2314,PRADAN,Kamla MM
2315,PRADAN,Jidan Hora MM
2316,PRADAN,Gulab MM
2317,PRADAN,Kanaili MM
2318,PRADAN,Ekata MM
2319,PRADAN,Bikash Samiti MM
2320,PRADAN,Basanti MM
2321,PRADAN,Ratarani MM
2322,PRADAN,Balabadi MM
2323,PRADAN,Bikash MM
2324,PRADAN,Jiban Ba MM
2325,PRADAN,Sarana Bikash MM
2326,PRADAN,Golab MM
2327,PRADAN,Kamal MM
2328,PRADAN,Sarojamba MM
2329,PRADAN,Santosi Ma MM
2330,PRADAN,Suraj MM
2331,PRADAN,Sarnom Ba MM
2332,PRADAN,Jyoti Muskan MM
2333,PRADAN,Deep Jyoti MM
2334,PRADAN,Ganpati MM
2335,PRADAN,Surya MM
2336,PRADAN,Jagruti MM
2337,PRADAN,Suddha Bhabati MM
2338,PRADAN,Gramin Bikash MM
2339,PRADAN,Mata Samiti MM
2340,PRADAN,Naya Roshani M M 
2341,PRADAN,Gulab Baha MM B
2342,PRADAN,Golab Baha MM A
2343,PRADAN,Uttam MM
2344,PRADAN,Sigi Saramal MM
2345,PRADAN,Geda Baha MM
2346,PRADAN,Jyoti MM
2347,PRADAN,Jagarani MM
2348,PRADAN,Bikash MM
2349,PRADAN,Santoshi MM
2350,PRADAN,Nirmala MM
2351,PRADAN,Kamala Ba MM
2352,PRADAN,Tiranga MM
2353,PRADAN,Champa Ba MM
2354,PRADAN,Ichha Baha MM
2355,PRADAN,Jagruti MM
2356,PRADAN,Surya MM
2357,PRADAN,Gelanchi MM
2358,PRADAN,Anita MM
2359,PRADAN,Uliba MM
2360,PRADAN,Roshni MM
2361,PRADAN,Golainchi M M 
2362,PRADAN,Mahila Utthan Samiti 
2363,PRADAN,Kamal Phul M M 
2364,PRADAN,Bir Birsa M M
2365,PRADAN,Mahila Jagriti Vikash Samiti
2366,PRADAN,Mamta M.M.
2367,PRADAN,Golainchi Bah M M
2368,PRADAN,Nirmal M.M
2369,PRADAN,Atal Bah M M 
2370,PRADAN,Gulab M.M
2371,PRADAN,Chameli M M
2372,PRADAN,Shanti M.M
2373,PRADAN,Shanti M.M
2374,PRADAN,Ganga Mahila Mandal
2375,PRADAN,Sworoup shg
2376,PRADAN,jyoti mandal
2377,PRADAN,Bikash M M
2378,PRADAN,Jiwan M M
2379,PRADAN,Santi lata M M
2380,PRADAN,Tara M M
2381,PRADAN,Rosani M M
2382,PRADAN,Lili M M
2383,PRADAN,Chamela M M
2384,PRADAN,Chandi A M M
2385,PRADAN,Hira M M
2386,PRADAN,Moti M M
2387,PRADAN,Chameli M M
2388,PRADAN,Khusbu
2389,PRADAN,Aadarsha M M
2390,PRADAN,Saraswati M M
2391,PRADAN,Sawasangin M M
2392,PRADAN,Sarna Samaj  M M
2393,PRADAN,Saraswati M M
2394,PRADAN,Pragati  M M
2395,PRADAN,Rosa M M
2396,PRADAN,Kiran M M
2397,PRADAN,Jyosi M M
2398,PRADAN,Durga M M
2399,PRADAN,Sarajombaha M M
2400,PRADAN,Tara M M
2401,PRADAN,Rosani M M
2402,PRADAN,Jagruti M M
2403,PRADAN,Jiwan jyoti  M M
2404,PRADAN,Santi pradan M M
2405,PRADAN,Gulab M M
2406,PRADAN,Chameli M M
2407,PRADAN,Kiran M M
2408,PRADAN,Shakti M M
2409,PRADAN,Shanti M M
2410,PRADAN,Sambhi AP M M
2411,PRADAN,Aman om M M
2412,PRADAN,Gulab M M
2413,PRADAN,Jagruti M M
2414,PRADAN,Sarajomba M M
2415,PRADAN,Joti M M
